"item_id","title","rating","salesranking","image","productgroup"
"3401087916","Hexe Lilli und die wilden Dinos",0.0,3394,"http://ec1.images-amazon.com/images/P/3401087916.01._SCMZZZZZZZ_.jpg","Book"
"3401400010","Nordische Götter- und Heldensagen",5.0,6241,"http://images.amazon.com/images/P/3401400010.03._SCMZZZZZZZ_.jpg","Book"
"3404153197","Der Kreis der Dämmerung 2 - Der Wahrheitsfinder",5.0,4851,"http://images.amazon.com/images/P/3404153197.01._SCMZZZZZZZ_.jpg","Book"
"3404153200","Der Kreis der Dmmerung 3 - Der weie Wanderer",5.0,4994,"http://images.amazon.com/images/P/3404153200.03._SCMZZZZZZZ_.jpg","Book"
"3404153219","Der Kreis der Dmmerung 4 - Der unsichtbare Freund",4.5,4718,"http://ec1.images-amazon.com/images/P/3404153219.03._SCMZZZZZZZ_.jpg","Book"
"3405168643","Ich helf dir kochen",5.0,2240,"http://images.amazon.com/images/P/3405168643.03._SCMZZZZZZZ_.jpg","Book"
"3407780567","Der Wilde Wald",4.6,6351,"http://images.amazon.com/images/P/3407780567.03._SCMZZZZZZZ_.jpg","Book"
"340778063X","Das Geheimnis des siebten Weges",4.2,4904,"http://images.amazon.com/images/P/340778063X.03._SCMZZZZZZZ_.jpg","Book"
"3407784570","Der Brief für den König",5.0,3988,"http://images.amazon.com/images/P/3407784570.03._SCMZZZZZZZ_.jpg","Book"
"3407785682","Lcher",4.4,2574,"http://images.amazon.com/images/P/3407785682.03._SCMZZZZZZZ_.jpg","Book"
"3407788738","Von mir @n dich",4.8,2900,"http://images.amazon.com/images/P/3407788738.03._SCMZZZZZZZ_.jpg","Book"
"340778922X","Mit dem Rcken zur Wand",4.8,5055,"http://images.amazon.com/images/P/340778922X.03._SCMZZZZZZZ_.jpg","Book"
"3407798792","Hans Christian Andersen Mrchen",4.0,2834,"http://images.amazon.com/images/P/3407798792.03._SCMZZZZZZZ_.jpg","Book"
"3407798989","Tim und das Geheimnis von Knolle Murphy",4.5,1481,"http://images.amazon.com/images/P/3407798989.03._SCMZZZZZZZ_.jpg","Book"
"3407809565","Wie man richtig küsst",5.0,3887,"http://images.amazon.com/images/P/3407809565.03._SCMZZZZZZZ_.jpg","Book"
"340780959X","Fette Fische",5.0,6038,"http://ec1.images-amazon.com/images/P/340780959X.03._SCMZZZZZZZ_.jpg","Book"
"3411002166","Duden Abiturwissen, 8 Bde. u. CD-ROM",4.0,1464,"http://images.amazon.com/images/P/3411002166.03._SCMZZZZZZZ_.jpg","Book"
"3411761156","Harenberg Das Buch der 1000 Bücher",4.8,4973,"http://images.amazon.com/images/P/3411761156.01._SCMZZZZZZZ_.jpg","Book"
"341953633X","Das Bastelbuch für kleine Hände",4.0,3597,"http://images.amazon.com/images/P/341953633X.03._SCMZZZZZZZ_.jpg","Book"
"3423055960","VOB - Vergabe- und Vertragsordnung fr Bauleistungen. HOAI - Honorarordnung fr Architekten und Ingenieure",3.0,2324,"http://ec1.images-amazon.com/images/P/3423055960.03._SCMZZZZZZZ_.jpg","Book"
"3423070714","Marias kleiner Esel",5.0,2434,"http://images.amazon.com/images/P/3423070714.03._SCMZZZZZZZ_.jpg","Book"
"3423072571","Insel der blauen Delphine. ( Lese- Abenteuer).",4.2,4798,"http://images.amazon.com/images/P/3423072571.03._SCMZZZZZZZ_.jpg","Book"
"3423078006","Damals war es Friedrich",4.8,1953,"http://images.amazon.com/images/P/3423078006.03._SCMZZZZZZZ_.jpg","Book"
"3423079819","Henriette Bimmelbahn",4.8,3621,"http://ec1.images-amazon.com/images/P/3423079819.03._SCMZZZZZZZ_.jpg","Book"
"3423085592","Der kleine Hobbit, Sonderausgabe",5.0,1090,"http://images.amazon.com/images/P/3423085592.03._SCMZZZZZZZ_.jpg","Book"
"3423125004","Das Kartengeheimnis",4.6,4007,"http://images.amazon.com/images/P/3423125004.03._SCMZZZZZZZ_.jpg","Book"
"3423202777","Der kleine Hobbit",5.0,3497,"http://images.amazon.com/images/P/3423202777.01._SCMZZZZZZZ_.jpg","Book"
"3423620005","Sofies Welt",4.8,765,"http://ec1.images-amazon.com/images/P/3423620005.03._SCMZZZZZZZ_.jpg","Book"
"3423620153","Der Zahlenteufel",4.4,636,"http://images.amazon.com/images/P/3423620153.03._SCMZZZZZZZ_.jpg","Book"
"3423620927","Sonst noch was",4.7,4773,"http://images.amazon.com/images/P/3423620927.03._SCMZZZZZZZ_.jpg","Book"
"342362115X","Das Weihnachtsgeheimnis",5.0,578,"http://images.amazon.com/images/P/342362115X.03._SCMZZZZZZZ_.jpg","Book"
"3423621559","Nero Corleone",5.0,1835,"http://images.amazon.com/images/P/3423621559.01._SCMZZZZZZZ_.jpg","Book"
"3423621672","Codes",5.0,5919,"http://images.amazon.com/images/P/3423621672.01._SCMZZZZZZZ_.jpg","Book"
"3423621915","Die Stadt der wilden Gtter",3.4,3132,"http://images.amazon.com/images/P/3423621915.03._SCMZZZZZZZ_.jpg","Book"
"3423622245","Wie Licht schmeckt",5.0,1782,"http://images.amazon.com/images/P/3423622245.03._SCMZZZZZZZ_.jpg","Book"
"3423622261","Grovater und die Wlfe",4.4,2772,"http://images.amazon.com/images/P/3423622261.03._SCMZZZZZZZ_.jpg","Book"
"3423703148","Griechische Sagen",4.6,4217,"http://images.amazon.com/images/P/3423703148.01._SCMZZZZZZZ_.jpg","Book"
"3423706341","Merlin und die Feuerproben",5.0,5346,"http://images.amazon.com/images/P/3423706341.03._SCMZZZZZZZ_.jpg","Book"
"3423706732","Merlin und der Zauberspiegel",5.0,5703,"http://ec1.images-amazon.com/images/P/3423706732.03._SCMZZZZZZZ_.jpg","Book"
"3423708034","Die wilden Fussballkerle",4.8,1027,"http://images.amazon.com/images/P/3423708034.03._SCMZZZZZZZ_.jpg","Book"
"3423708506","Die wilden Fuballkerle - Deniz die Lokomotive, Band 5",5.0,2377,"http://images.amazon.com/images/P/3423708506.01._SCMZZZZZZZ_.jpg","Book"
"3423708921","Die wilden Fuballkerle - Maxi",5.0,1598,"http://images.amazon.com/images/P/3423708921.03._SCMZZZZZZZ_.jpg","Book"
"3423709227","Das Elfenportal",4.8,3641,"http://images.amazon.com/images/P/3423709227.03._SCMZZZZZZZ_.jpg","Book"
"3423709472","Das fliegende Klassenzimmer",5.0,1633,"http://images.amazon.com/images/P/3423709472.03._SCMZZZZZZZ_.jpg","Book"
"3423709634","Morgen, Findus, wird's was geben",4.8,1546,"http://ec1.images-amazon.com/images/P/3423709634.03._SCMZZZZZZZ_.jpg","Book"
"3423709650","Der Zauber von Avalon",3.5,2088,"http://images.amazon.com/images/P/3423709650.03._SCMZZZZZZZ_.jpg","Book"
"343103196X","Laura und das Orakel der Silbernen Sphinx",5.0,4226,"http://images.amazon.com/images/P/343103196X.03._SCMZZZZZZZ_.jpg","Book"
"3431035132","Laura und das Geheimnis von Aventerra",4.6,2125,"http://images.amazon.com/images/P/3431035132.03._SCMZZZZZZZ_.jpg","Book"
"3431035620","Laura und das Siegel der Sieben Monde",4.8,4403,"http://images.amazon.com/images/P/3431035620.03._SCMZZZZZZZ_.jpg","Book"
"3431036341","Laura und der Fluch der Drachenkönige",5.0,566,"http://ec1.images-amazon.com/images/P/3431036341.03._SCMZZZZZZZ_.jpg","Book"
"3440077896","Die drei Fragezeichen-Kids, Bd.1, Panik im Paradies",5.0,463,"http://ec1.images-amazon.com/images/P/3440077896.03._SCMZZZZZZZ_.jpg","Book"
"3440077918","Die drei Fragezeichen-Kids, Bd.2, Radio Rocky Beach",4.5,1288,"http://images.amazon.com/images/P/3440077918.03._SCMZZZZZZZ_.jpg","Book"
"3440077934","Die drei Fragezeichen-Kids, Bd.3, Invasion der Fliegen",4.5,2148,"http://images.amazon.com/images/P/3440077934.03._SCMZZZZZZZ_.jpg","Book"
"344007983X","Die drei Fragezeichen-Kids, Bd.5, Flucht in die Zukunft",4.5,4221,"http://ec1.images-amazon.com/images/P/344007983X.03._SCMZZZZZZZ_.jpg","Book"
"3440079856","Die drei Fragezeichen-Kids, Bd.4, Chaos vor der Kamera",4.3,3321,"http://images.amazon.com/images/P/3440079856.03._SCMZZZZZZZ_.jpg","Book"
"3440080218","Die drei Fragezeichen-Kids, Bd.6, Gefahr im Gruselgarten",5.0,3060,"http://images.amazon.com/images/P/3440080218.03._SCMZZZZZZZ_.jpg","Book"
"3440080226","Die drei Fragezeichen-Kids, Bd.7, Gruft der Piraten",5.0,1915,"http://images.amazon.com/images/P/3440080226.03._SCMZZZZZZZ_.jpg","Book"
"3440097803","Hundepsychologie",5.0,3472,"http://images.amazon.com/images/P/3440097803.03._SCMZZZZZZZ_.jpg","Book"
"3440099016","Geheimnisvolle Verwandlung",4.5,6462,"http://images.amazon.com/images/P/3440099016.03._SCMZZZZZZZ_.jpg","Book"
"3440099520","Mikroskopieren",0.0,6287,"http://images.amazon.com/images/P/3440099520.03._SCMZZZZZZZ_.jpg","Book"
"344010169X","Sternenschweifs Geheimnis",0.0,6195,"http://images.amazon.com/images/P/344010169X.03._SCMZZZZZZZ_.jpg","Book"
"3440102033","Die drei Fragezeichen : Schrecken aus dem Moor",3.0,1912,"http://images.amazon.com/images/P/3440102033.03._SCMZZZZZZZ_.jpg","Book"
"3440102041","Die drei Fragezeichen : Geister-Canyon",3.8,1425,"http://images.amazon.com/images/P/3440102041.03._SCMZZZZZZZ_.jpg","Book"
"344010205X","Die drei Fragezeichen, Bd.125 : Feuermond, 3 Bde.",4.2,389,"http://ec1.images-amazon.com/images/P/344010205X.03._SCMZZZZZZZ_.jpg","Book"
"3440102076","Die drei Fragezeichen : Fuballfieber",3.0,3661,"http://images.amazon.com/images/P/3440102076.01._SCMZZZZZZZ_.jpg","Book"
"3440102084","Die drei Fragezeichen : Der Geisterzug",4.3,2686,"http://images.amazon.com/images/P/3440102084.03._SCMZZZZZZZ_.jpg","Book"
"3440102092","Die drei Fragezeichen : Spur ins Nichts",4.0,4659,"http://ec1.images-amazon.com/images/P/3440102092.01._SCMZZZZZZZ_.jpg","Book"
"3440102386","Freunde im Zauberreich",0.0,5158,"http://images.amazon.com/images/P/3440102386.03._SCMZZZZZZZ_.jpg","Book"
"3440103382","Clover, Peter : Sheltie und das kleine Fohlen",0.0,5071,"http://images.amazon.com/images/P/3440103382.03._SCMZZZZZZZ_.jpg","Book"
"3442127807","Tipping Point",4.4,2381,"http://images.amazon.com/images/P/3442127807.03._SCMZZZZZZZ_.jpg","Book"
"3442336805","Leben im Jetzt",4.0,4343,"http://images.amazon.com/images/P/3442336805.03._SCMZZZZZZZ_.jpg","Book"
"344233733X","Meditation fr Anfnger, m. Audio-CD",5.0,856,"http://images.amazon.com/images/P/344233733X.03._SCMZZZZZZZ_.jpg","Book"
"3442362911","Eragon",4.8,34,"http://images.amazon.com/images/P/3442362911.03._SCMZZZZZZZ_.jpg","Book"
"3442416647","Wort fr Wort oder Die Kunst, ein gutes Buch zu schreiben",4.6,4715,"http://images.amazon.com/images/P/3442416647.01._SCMZZZZZZZ_.jpg","Book"
"344254579X","Eine Reihe betrblicher Ereignisse, Bd.1. Der schreckliche Anfang.",4.5,1117,"http://images.amazon.com/images/P/344254579X.03._SCMZZZZZZZ_.jpg","Book"
"3442545803","Eine Reihe betrblicher Ereignisse, Bd.2. Das Haus der Schlangen.",4.6,3124,"http://images.amazon.com/images/P/3442545803.03._SCMZZZZZZZ_.jpg","Book"
"3442545811","Eine Reihe betrblicher Ereignisse, Bd. 3. Der Seufzersee",4.7,5154,"http://images.amazon.com/images/P/3442545811.03._SCMZZZZZZZ_.jpg","Book"
"3442545870","Eine Reihe betrblicher Ereignisse, Bd.4. Die unheimliche Mhle",4.0,5557,"http://images.amazon.com/images/P/3442545870.03._SCMZZZZZZZ_.jpg","Book"
"3442545889","Eine Reihe betrblicher Ereignisse, Bd.5. Die Schule des Schreckens.",5.0,5558,"http://images.amazon.com/images/P/3442545889.03._SCMZZZZZZZ_.jpg","Book"
"3446203443","Das Orangenmdchen",5.0,5057,"http://images.amazon.com/images/P/3446203443.03._SCMZZZZZZZ_.jpg","Book"
"3446205136","Lionboy, Die Entfhrung",4.8,4955,"http://images.amazon.com/images/P/3446205136.03._SCMZZZZZZZ_.jpg","Book"
"3446205160","Im Bann der Masken",4.2,1950,"http://images.amazon.com/images/P/3446205160.03._SCMZZZZZZZ_.jpg","Book"
"3446206027","Lionboy, Die Jagd",4.7,3748,"http://images.amazon.com/images/P/3446206027.03._SCMZZZZZZZ_.jpg","Book"
"3446206418","Lionboy, Die Wahrheit",5.0,1626,"http://images.amazon.com/images/P/3446206418.03._SCMZZZZZZZ_.jpg","Book"
"3446206426","Septimus Heap: Magyk",4.2,754,"http://images.amazon.com/images/P/3446206426.03._SCMZZZZZZZ_.jpg","Book"
"3446206477","Deutsche Geschichte von 1871 bis zur Gegenwart",0.0,1397,"http://ec1.images-amazon.com/images/P/3446206477.03._SCMZZZZZZZ_.jpg","Book"
"3446228837","Taschenbuch der Physik",4.6,961,"http://images.amazon.com/images/P/3446228837.01._SCMZZZZZZZ_.jpg","Book"
"3451280000","Bibelausgaben, Die Bibel",4.0,1295,"http://images.amazon.com/images/P/3451280000.03._SCMZZZZZZZ_.jpg","Book"
"3453047656","Kraft zum Loslassen",4.4,3186,"http://images.amazon.com/images/P/3453047656.03._SCMZZZZZZZ_.jpg","Book"
"345309381X","Das Hildegard-von-Bingen-Kochbuch",4.7,5586,"http://images.amazon.com/images/P/345309381X.03._SCMZZZZZZZ_.jpg","Book"
"3453131711","Eisiger Atlantik",5.0,3058,"http://images.amazon.com/images/P/3453131711.03._SCMZZZZZZZ_.jpg","Book"
"3453137442","Der Goldene Kompa",5.0,4840,"http://images.amazon.com/images/P/3453137442.01._SCMZZZZZZZ_.jpg","Book"
"3453152271","Das magische Messer",4.8,3798,"http://images.amazon.com/images/P/3453152271.03._SCMZZZZZZZ_.jpg","Book"
"345317738X","Die Templerin",4.4,1537,"http://images.amazon.com/images/P/345317738X.03._SCMZZZZZZZ_.jpg","Book"
"3453180895","Drachenfeuer",4.6,663,"http://images.amazon.com/images/P/3453180895.03._SCMZZZZZZZ_.jpg","Book"
"3453530055","Schattenjagd",4.2,330,"http://images.amazon.com/images/P/3453530055.03._SCMZZZZZZZ_.jpg","Book"
"3453855183","Fondue",5.0,5371,"http://images.amazon.com/images/P/3453855183.03._SCMZZZZZZZ_.jpg","Book"
"3453867920","Die Pullman-Trilogie",5.0,2346,"http://images.amazon.com/images/P/3453867920.03._SCMZZZZZZZ_.jpg","Book"
"3453873955","Die Fließende Königin",4.8,1174,"http://ec1.images-amazon.com/images/P/3453873955.01._SCMZZZZZZZ_.jpg","Book"
"3453873963","Das Steinerne Licht",5.0,1497,"http://images.amazon.com/images/P/3453873963.03._SCMZZZZZZZ_.jpg","Book"
"3462034480","Der Dativ ist dem Genitiv sein Tod",5.0,9,"http://images.amazon.com/images/P/3462034480.01._SCMZZZZZZZ_.jpg","Book"
"346821507X","Kommunikationstrainer Business English, Audio-CDs, Small Talk, 1 Audio-CD",4.3,3603,"http://ec1.images-amazon.com/images/P/346821507X.03._SCMZZZZZZZ_.jpg","Book"
"3468215134","Langenscheidt Business Englisch Intensivtraining, 6 Audio-CDs m. Begleitbuch",3.8,2628,"http://ec1.images-amazon.com/images/P/3468215134.03._SCMZZZZZZZ_.jpg","Book"
"3468266251","Langenscheidt Der Englisch-Kurs, 3 Bcher u. 6 Audio-CDs",4.0,6551,"http://images.amazon.com/images/P/3468266251.03._SCMZZZZZZZ_.jpg","Book"
"3468268432","Langenscheidt Der Spanisch-Kurs, 6 Audio-CDs u. 3 Bcher",4.6,3081,"http://images.amazon.com/images/P/3468268432.03._SCMZZZZZZZ_.jpg","Book"
"3468839286","Langenscheidt Spanisch schnell & leicht, m. 2 Audio-CDs",3.2,5285,"http://images.amazon.com/images/P/3468839286.03._SCMZZZZZZZ_.jpg","Book"
"347177274X","Artemis Fowl, Die Rache",5.0,229,"http://images.amazon.com/images/P/347177274X.03._SCMZZZZZZZ_.jpg","Book"
"3473344273","Charlie Bone und das Geheimnis der sprechenden Bilder",4.8,2840,"http://images.amazon.com/images/P/3473344273.01._SCMZZZZZZZ_.jpg","Book"
"3473344435","Charlie Bone und die magische Zeitkugel",5.0,2185,"http://ec1.images-amazon.com/images/P/3473344435.01._SCMZZZZZZZ_.jpg","Book"
"3473344702","Charlie Bone und das Geheimnis der blauen Schlange",4.8,557,"http://images.amazon.com/images/P/3473344702.03._SCMZZZZZZZ_.jpg","Book"
"3473344710","Miesel und der Kakerlakenzauber",5.0,3646,"http://images.amazon.com/images/P/3473344710.03._SCMZZZZZZZ_.jpg","Book"
"3473347515","Heartland, Paradies für Pferde, Bd.1, Rückkehr nach Hause",5.0,3890,"http://images.amazon.com/images/P/3473347515.03._SCMZZZZZZZ_.jpg","Book"
"3473347523","Heartland, Paradies fr Pferde, Bd.2, Nach dem Sturm",5.0,6844,"http://images.amazon.com/images/P/3473347523.03._SCMZZZZZZZ_.jpg","Book"
"3473347531","Heartland, Paradies für Pferde, Bd.3, Hoffen auf Morgen",5.0,6110,"http://images.amazon.com/images/P/3473347531.01._SCMZZZZZZZ_.jpg","Book"
"3473373486","Spannende Experimente",5.0,3309,"http://images.amazon.com/images/P/3473373486.03._SCMZZZZZZZ_.jpg","Book"
"3473377120","Mandalas mit Feen und Elfen",5.0,623,"http://images.amazon.com/images/P/3473377120.03._SCMZZZZZZZ_.jpg","Book"
"3473377147","Tiermandalas",5.0,1673,"http://images.amazon.com/images/P/3473377147.03._SCMZZZZZZZ_.jpg","Book"
"3473379956","Pferde und Ponys, Malbuch",0.0,950,"http://ec1.images-amazon.com/images/P/3473379956.03._SCMZZZZZZZ_.jpg","Book"
"3473379972","Dinosaurier, Malbuch",4.0,2224,"http://images.amazon.com/images/P/3473379972.03._SCMZZZZZZZ_.jpg","Book"
"3473379999","Ritterburg, Malbuch",5.0,3215,"http://images.amazon.com/images/P/3473379999.03._SCMZZZZZZZ_.jpg","Book"
"347352008X","Vater und Sohn",5.0,2842,"http://ec1.images-amazon.com/images/P/347352008X.03._SCMZZZZZZZ_.jpg","Book"
"3473520225","Die Insel der 1000 Gefahren",4.8,1011,"http://images.amazon.com/images/P/3473520225.03._SCMZZZZZZZ_.jpg","Book"
"3473521450","Die spektakulre Reise ins Schwarze Loch",5.0,5330,"http://images.amazon.com/images/P/3473521450.03._SCMZZZZZZZ_.jpg","Book"
"3473522899","Die Burg der 1000 Gefahren",0.0,5598,"http://images.amazon.com/images/P/3473522899.03._SCMZZZZZZZ_.jpg","Book"
"3473530190","Englisch lernen mit Witzen",4.5,281,"http://images.amazon.com/images/P/3473530190.01._SCMZZZZZZZ_.jpg","Book"
"3473530298","Englisch lernen mit neuen Witzen",4.0,6403,"http://images.amazon.com/images/P/3473530298.03._SCMZZZZZZZ_.jpg","Book"
"3473530875","X-tra starke Kinderwitze",5.0,4136,"http://images.amazon.com/images/P/3473530875.03._SCMZZZZZZZ_.jpg","Book"
"347355068X","Das Ravensburger Schülerlexikon",0.0,3261,"http://images.amazon.com/images/P/347355068X.03._SCMZZZZZZZ_.jpg","Book"
"3473551090","Forscher-Express: Tolle Experimente",5.0,1861,"http://images.amazon.com/images/P/3473551090.03._SCMZZZZZZZ_.jpg","Book"
"3473561231","Die Knickerbocker-Bande, Ratekrimis, Das Geheimnis der Blauen Insel",4.0,5632,"http://images.amazon.com/images/P/3473561231.03._SCMZZZZZZZ_.jpg","Book"
"3473580031","Als Hitler das rosa Kaninchen stahl",4.8,3411,"http://ec1.images-amazon.com/images/P/3473580031.03._SCMZZZZZZZ_.jpg","Book"
"3473580058","Eine Art Familientreffen",4.0,5697,"http://images.amazon.com/images/P/3473580058.03._SCMZZZZZZZ_.jpg","Book"
"3473580082","Die Welle",5.0,321,"http://ec1.images-amazon.com/images/P/3473580082.03._SCMZZZZZZZ_.jpg","Book"
"3473581852","Ich will ihn, ich will ihn nicht",4.8,5212,"http://images.amazon.com/images/P/3473581852.03._SCMZZZZZZZ_.jpg","Book"
"3473582123","Asphalt Tribe",4.8,4842,"http://images.amazon.com/images/P/3473582123.03._SCMZZZZZZZ_.jpg","Book"
"3491240735","Twig im Dunkelwald, 3 Audio-CDs",4.5,5354,"http://images.amazon.com/images/P/3491240735.03._SCMZZZZZZZ_.jpg","Book"
"3491886104","Anne Kaffeekanne, 1 CD-Audio",5.0,819,"http://images.amazon.com/images/P/3491886104.03._SCMZZZZZZZ_.jpg","Book"
"3491886112","Die Rbe, 1 CD-Audio",4.6,4176,"http://images.amazon.com/images/P/3491886112.03._SCMZZZZZZZ_.jpg","Book"
"3491887852","Anne Kaffeekanne, Jubilumsausgabe, 1 Audio-CD",5.0,4945,"http://ec1.images-amazon.com/images/P/3491887852.03._SCMZZZZZZZ_.jpg","Book"
"3491888077","WinterWunderWeihnachtsWald, 1 Audio-CD",0.0,1734,"http://images.amazon.com/images/P/3491888077.03._SCMZZZZZZZ_.jpg","Book"
"3491911575","Eine Kindheit in Warschau, 2 Audio-CDs",5.0,0,"http://images.amazon.com/images/P/3491911575.03._SCMZZZZZZZ_.jpg","Book"
"3491911818","Das große Weihnachtshörbuch, 4 Audio-CDs",0.0,2004,"http://images.amazon.com/images/P/3491911818.03._SCMZZZZZZZ_.jpg","Book"
"3492045421","Physik fr die Westentasche",4.8,3982,"http://images.amazon.com/images/P/3492045421.01._SCMZZZZZZZ_.jpg","Book"
"3492234585","Rtsel und Geheimnisse der Kochkunst",5.0,2514,"http://images.amazon.com/images/P/3492234585.03._SCMZZZZZZZ_.jpg","Book"
